#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
Zea mays subsp. mays,Eukaryota;Plants;Land Plants,,SAMN22072449,PRJNA765111,GCA_027171705.3, Chromosome,2158.6,46.6469,chromosome 1:CM049740.3; chromosome 2:CM049741.3; chromosome 3:CM049742.3; chromosome 4:CM049743.3; chromosome 5:CM049744.3; chromosome 6:CM049745.3; chromosome 7:CM049746.3; chromosome 8:CM049747.3; chromosome 9:CM049748.3; chromosome 10:CM049749.3,JAJHUH03,113,0,2022-12-21T00:00:00Z,,
Arabidopsis thaliana,Eukaryota;Plants;Land Plants,,SAMEA110648785,PRJEB55353,GCA_946407145.1, Chromosome,136.636,36.3684,chromosome 1:OX291605.1; chromosome 2:OX291606.1; chromosome 3:OX291607.1; chromosome 4:OX291608.1; chromosome 5:OX291609.1,,5,0,2023-02-09T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,T16,SAMN02770293,PRJNA247448,GCA_001671685.1, Chromosome,12.1188,38.6178,chromosome I:CP008678.1; chromosome II:CP008679.1; chromosome III:CP008680.1; chromosome IV:CP008681.1; chromosome V:CP008682.1; chromosome VI:CP008683.1; chromosome VII:CP008684.1; chromosome VIII:CP008685.1; chromosome IX:CP008686.1; chromosome X:CP008687.1; chromosome XI:CP008688.1; chromosome XII:CP008689.1; chromosome XIII:CP008690.1; chromosome XIV:CP008691.1; chromosome XV:CP008692.1; chromosome XVI:CP008693.1; mitochondrion MT:CP008694.1,,17,0,2016-06-20T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,HCNKIsf_G7,SAMN02777143,PRJNA247448,GCA_001671565.1, Chromosome,12.1174,38.6118,chromosome I:CP008168.1; chromosome II:CP008169.1; chromosome III:CP008170.1; chromosome IV:CP008171.1; chromosome V:CP008172.1; chromosome VI:CP008173.1; chromosome VII:CP008174.1; chromosome VIII:CP008175.1; chromosome IX:CP008176.1; chromosome X:CP008177.1; chromosome XI:CP008178.1; chromosome XII:CP008179.1; chromosome XIII:CP008180.1; chromosome XIV:CP008181.1; chromosome XV:CP008182.1; chromosome XVI:CP008183.1; mitochondrion MT:CP008184.1,,17,0,2016-06-20T00:00:00Z,,
Arabidopsis thaliana,Eukaryota;Plants;Land Plants,,SAMEA110648779,PRJEB55353,GCA_946402385.1, Chromosome,134.86,36.4917,chromosome 1:OX291429.1; chromosome 2:OX291430.1; chromosome 3:OX291431.1; chromosome 4:OX291432.1; chromosome 5:OX291433.1,,5,0,2023-02-09T00:00:00Z,,
Zea mays subsp. mays,Eukaryota;Plants;Land Plants,,SAMN06216672,PRJNA360923,GCA_001990705.1, Chromosome,2392.8,46.8241,chromosome 1:CM007704.1; chromosome 2:CM007705.1; chromosome 3:CM007706.1; chromosome 4:CM007707.1; chromosome 5:CM007708.1; chromosome 6:CM007709.1; chromosome 7:CM007710.1; chromosome 8:CM007711.1; chromosome 9:CM007712.1; chromosome 10:CM007713.1,MTTB01,62610,0,2017-02-03T00:00:00Z,,
Drosophila melanogaster,Eukaryota;Animals;Insects,cross FI_Aka_ I_15_17,SAMN12560254,PRJNA559813,GCA_020142105.1, Chromosome,141.344,41.9997,chromosome X:CM034928.1; chromosome 2L:CM034929.1; chromosome 2R:CM034930.1; chromosome 3L:CM034931.1; chromosome 3R:CM034932.1; chromosome 4:CM034933.1; chromosome Y:CM034934.1,JAEMNT01,49,0,2021-09-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/142/105/GCA_020142105.1_ASM2014210v1,
Mus musculus,Eukaryota;Animals;Mammals,mixed,SAMN03004379,PRJNA11785,GCA_000002165.1, Chromosome,3251.25,41.8304,chromosome 1:CM000209.2; chromosome 2:CM000210.1; chromosome 3:CM000211.2; chromosome 4:CM000212.2; chromosome 5:CM000213.2; chromosome 6:CM000214.2; chromosome 7:CM000215.2; chromosome 8:CM000216.2; chromosome 9:CM000217.2; chromosome 10:CM000218.2; chromosome 11:CM000219.2; chromosome 12:CM000220.2; chromosome 13:CM000221.2; chromosome 14:CM000222.2; chromosome 15:CM000223.2; chromosome 16:CM000224.2; chromosome 17:CM000225.2; chromosome 18:CM000226.2; chromosome 19:CM000227.1; chromosome X:CM000228.2; chromosome Y:CM000229.1,AAHY01,668539,45437,2005-07-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/165/GCA_000002165.1_Mm_Celera,
Drosophila melanogaster,Eukaryota;Animals;Insects,cross DK_Jut_15 8,SAMN15423293,PRJNA559813,GCA_020141955.1, Chromosome,148.444,41.6409,chromosome X:CM034879.1; chromosome 2L:CM034880.1; chromosome 2R:CM034881.1; chromosome 3L:CM034882.1; chromosome 3R:CM034883.1; chromosome 4:CM034884.1; chromosome Y:CM034885.1,JAEMNL01,80,0,2021-09-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/141/955/GCA_020141955.1_ASM2014195v1,
Zea mays subsp. mays,Eukaryota;Plants;Land Plants,,SAMN06216638,PRJNA360920,GCA_001984235.2, Chromosome,2455.26,46.8254,chromosome 1:CM007694.1; chromosome 2:CM007695.1; chromosome 3:CM007696.1; chromosome 4:CM007697.1; chromosome 5:CM007698.1; chromosome 6:CM007699.1; chromosome 7:CM007700.1; chromosome 8:CM007701.1; chromosome 9:CM007702.1; chromosome 10:CM007703.1,MTTA01,60567,0,2017-02-03T00:00:00Z,,
Arabidopsis thaliana,Eukaryota;Plants;Land Plants,,SAMEA110648790,PRJEB55353,GCA_946408575.1, Chromosome,135.008,36.3202,chromosome 1:OX291627.1; chromosome 2:OX291628.1; chromosome 3:OX291629.1; chromosome 4:OX291630.1; chromosome 5:OX291631.1,,5,0,2023-02-09T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,T8,SAMN02770297,PRJNA247448,GCA_001670235.1, Chromosome,12.1217,38.5678,chromosome I:CP008066.1; chromosome II:CP008067.1; chromosome III:CP008068.1; chromosome IV:CP008069.1; chromosome V:CP008070.1; chromosome VI:CP008071.1; chromosome VII:CP008072.1; chromosome VIII:CP008073.1; chromosome IX:CP008074.1; chromosome X:CP008075.1; chromosome XI:CP008076.1; chromosome XII:CP008077.1; chromosome XIII:CP008078.1; chromosome XIV:CP008079.1; chromosome XV:CP008080.1; chromosome XVI:CP008081.1; mitochondrion MT:CP008082.1,,17,0,2016-06-20T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,WI_C_MBSP_4,SAMN02774414,PRJNA247448,GCA_001671285.1, Chromosome,12.1228,38.598,chromosome I:CP008508.1; chromosome II:CP008509.1; chromosome III:CP008510.1; chromosome IV:CP008511.1; chromosome V:CP008512.1; chromosome VI:CP008513.1; chromosome VII:CP008514.1; chromosome VIII:CP008515.1; chromosome IX:CP008516.1; chromosome X:CP008517.1; chromosome XI:CP008518.1; chromosome XII:CP008519.1; chromosome XIII:CP008520.1; chromosome XIV:CP008521.1; chromosome XV:CP008522.1; chromosome XVI:CP008523.1; mitochondrion MT:CP008524.1,,17,0,2016-06-20T00:00:00Z,,
Arabidopsis thaliana,Eukaryota;Plants;Land Plants,,SAMEA110755688,PRJEB55632,GCA_949796475.1, Chromosome,136.472,36.3397,chromosome 1:OX461200.1; chromosome 2:OX461201.1; chromosome 3:OX461202.1; chromosome 4:OX461203.1; chromosome 5:OX461204.1,,5,0,2023-04-09T00:00:00Z,,
Zea mays subsp. mays,Eukaryota;Plants;Land Plants,,SAMN04479043,PRJNA311133,GCA_001644905.2, Chromosome,2133.88,46.7493,chromosome 1:CM004348.2; chromosome 2:CM004349.2; chromosome 3:CM004350.2; chromosome 4:CM004351.2; chromosome 5:CM004352.2; chromosome 6:CM004353.2; chromosome 7:CM004354.2; chromosome 8:CM004355.2; chromosome 9:CM004356.2; chromosome 10:CM004357.2,LWRW02,191,0,2016-05-11T00:00:00Z,,
Drosophila melanogaster,Eukaryota;Animals;Insects,cross DE_Mun_15_16,SAMN12560259,PRJNA559813,GCA_020141765.1, Chromosome,139.991,42.1201,chromosome X:CM034816.1; chromosome 2L:CM034817.1; chromosome 2R:CM034818.1; chromosome 3L:CM034819.1; chromosome 3R:CM034820.1; chromosome 4:CM034821.1; chromosome Y:CM034822.1,JAEMNC01,34,0,2021-09-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/141/765/GCA_020141765.1_ASM2014176v1,
Drosophila melanogaster,Eukaryota;Animals;Insects,RAL177,SAMN12560260,PRJNA559813,GCA_020141655.1, Chromosome,141.901,41.8908,chromosome X:CM034781.1; chromosome 2L:CM034782.1; chromosome 2R:CM034783.1; chromosome 3L:CM034784.1; chromosome 3R:CM034785.1; chromosome 4:CM034786.1; chromosome Y:CM034787.1,JAEMMX01,52,0,2021-09-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/141/655/GCA_020141655.1_ASM2014165v1,
Zea mays subsp. mays,Eukaryota;Plants;Land Plants,,SAMN07427883,PRJNA396542,GCA_002682915.2, Chromosome,2197.97,46.7406,chromosome 1:CM008382.1; chromosome 2:CM008383.1; chromosome 3:CM008384.1; chromosome 4:CM008385.1; chromosome 5:CM008386.1; chromosome 6:CM008387.1; chromosome 7:CM008388.1; chromosome 8:CM008389.1; chromosome 9:CM008390.1; chromosome 10:CM008391.1,NWUM01,3538,0,2017-10-23T00:00:00Z,,
Arabidopsis thaliana,Eukaryota;Plants;Land Plants,,SAMEA110648784,PRJEB55353,GCA_946410165.1, Chromosome,136.412,36.3523,chromosome 1:OX291677.1; chromosome 2:OX291678.1; chromosome 3:OX291679.1; chromosome 4:OX291680.1; chromosome 5:OX291681.1,,5,0,2023-02-09T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,HB_C_KOROKIPO_3,SAMN02776109,PRJNA247448,GCA_001671085.1, Chromosome,12.1262,38.6116,chromosome I:CP008457.1; chromosome II:CP008458.1; chromosome III:CP008459.1; chromosome IV:CP008460.1; chromosome V:CP008461.1; chromosome VI:CP008462.1; chromosome VII:CP008463.1; chromosome VIII:CP008464.1; chromosome IX:CP008465.1; chromosome X:CP008466.1; chromosome XI:CP008467.1; chromosome XII:CP008468.1; chromosome XIII:CP008469.1; chromosome XIV:CP008470.1; chromosome XV:CP008471.1; chromosome XVI:CP008472.1; mitochondrion MT:CP008473.1,,17,0,2016-06-20T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,TNPLST-4-S-2,SAMN02777156,PRJNA247448,GCA_001670175.1, Chromosome,12.1236,38.6337,chromosome I:CP008032.1; chromosome II:CP008033.1; chromosome III:CP008034.1; chromosome IV:CP008035.1; chromosome V:CP008036.1; chromosome VI:CP008037.1; chromosome VII:CP008038.1; chromosome VIII:CP008039.1; chromosome IX:CP008040.1; chromosome X:CP008041.1; chromosome XI:CP008042.1; chromosome XII:CP008043.1; chromosome XIII:CP008044.1; chromosome XIV:CP008045.1; chromosome XV:CP008046.1; chromosome XVI:CP008047.1; mitochondrion MT:CP008048.1,,17,0,2016-06-20T00:00:00Z,,
Arabidopsis thaliana,Eukaryota;Plants;Land Plants,,SAMEA110755683,PRJEB55632,GCA_949796605.1, Chromosome,136.184,36.2963,chromosome 1:OX461145.1; chromosome 2:OX461146.1; chromosome 3:OX461147.1; chromosome 4:OX461148.1; chromosome 5:OX461149.1,,5,0,2023-04-09T00:00:00Z,,
Zea mays subsp. parviglumis,Eukaryota;Plants;Land Plants,,SAMN27190938,PRJNA822523,GCA_025175245.1, Chromosome,2435.21,46.3714,chromosome 1:CM045950.1; chromosome 2:CM045951.1; chromosome 3:CM045952.1; chromosome 4:CM045953.1; chromosome 5:CM045954.1; chromosome 6:CM045955.1; chromosome 7:CM045956.1; chromosome 8:CM045957.1; chromosome 9:CM045958.1; chromosome 10:CM045959.1,JAOALF01,428,0,2022-09-13T00:00:00Z,,
Drosophila melanogaster,Eukaryota;Animals;Insects,Canton-S,SAMN14492294,PRJNA618654,GCA_015832445.1, Chromosome,149.105,41.8594,chromosome X:CM027564.1; chromosome 2L:CM027565.1; chromosome 2R:CM027566.1; chromosome 3L:CM027567.1; chromosome 3R:CM027568.1; chromosome 4:CM027569.1,JAAWVR01,15,0,2020-12-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/832/445/GCA_015832445.1_ASM1583244v1,
Oryza rufipogon,Eukaryota;Plants;Land Plants,,SAMN02721168,PRJNA243646,GCA_000700045.1, Chromosome,12.7409,42.6,chromosome 3:CM002797.1,JNHC01,1,0,2014-06-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/045/GCA_000700045.1_O._rufipogon_chromosome_3_short_arm,
Drosophila melanogaster,Eukaryota;Animals;Insects,cross ES_Gim_15_24_1,SAMN12560255,PRJNA559813,GCA_020142005.1, Chromosome,140.921,42.0338,chromosome X:CM034886.1; chromosome 2L:CM034887.1; chromosome 2R:CM034888.1; chromosome 3L:CM034889.1; chromosome 3R:CM034890.1; chromosome 4:CM034891.1; chromosome Y:CM034892.1,JAEMNM01,50,0,2021-09-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/142/005/GCA_020142005.1_ASM2014200v1,
Arabidopsis thaliana,Eukaryota;Plants;Land Plants,,SAMEA6620825,PRJEB37252,GCA_902825305.1, Chromosome,119.777,36.1708,chromosome 1:LR782542.1; chromosome 2:LR782543.1; chromosome 3:LR782544.1; chromosome 4:LR782545.1; chromosome 5:LR782546.1,,5,0,2020-05-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/825/305/GCA_902825305.1_AT6909.Col-0.PacBio,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,T.52_2H,SAMN02770299,PRJNA247448,GCA_001669965.1, Chromosome,12.1119,38.5937,chromosome I:CP007845.1; chromosome II:CP007846.1; chromosome III:CP007847.1; chromosome IV:CP007848.1; chromosome V:CP007849.1; chromosome VI:CP007850.1; chromosome VII:CP007851.1; chromosome VIII:CP007852.1; chromosome IX:CP007853.1; chromosome X:CP007854.1; chromosome XI:CP007855.1; chromosome XII:CP007856.1; chromosome XIII:CP007857.1; chromosome XIV:CP007858.1; chromosome XV:CP007859.1; chromosome XVI:CP007860.1; mitochondrion MT:CP007861.1,,17,0,2016-06-20T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,HB_S_GIMBLETTROAD_14,SAMN02776120,PRJNA247448,GCA_001671895.1, Chromosome,12.1193,38.6381,chromosome I:CP008253.1; chromosome II:CP008254.1; chromosome III:CP008255.1; chromosome IV:CP008256.1; chromosome V:CP008257.1; chromosome VI:CP008258.1; chromosome VII:CP008259.1; chromosome VIII:CP008260.1; chromosome IX:CP008261.1; chromosome X:CP008262.1; chromosome XI:CP008263.1; chromosome XII:CP008264.1; chromosome XIII:CP008265.1; chromosome XIV:CP008266.1; chromosome XV:CP008267.1; chromosome XVI:CP008268.1; mitochondrion MT:CP008269.1,,17,0,2016-06-20T00:00:00Z,,
Arabidopsis thaliana,Eukaryota;Plants;Land Plants,,SAMEA6623706,PRJEB37261,GCA_903064275.1, Chromosome,117.836,36.042,chromosome 1:LR797792.1; chromosome 2:LR797793.1; chromosome 3:LR797794.1; chromosome 4:LR797795.1; chromosome 5:LR797796.1,,5,0,2020-05-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/064/275/GCA_903064275.1_AT7213.Ler-0.PacBio,
Zea mays,Eukaryota;Plants;Land Plants,,SAMN04296295,PRJNA10769,GCA_000005005.6, Chromosome,2135.08,46.9122,chromosome 1:CM007647.1; chromosome 2:CM007648.1; chromosome 3:CM007649.1; chromosome 4:CM000780.4; chromosome 5:CM000781.4; chromosome 6:CM000782.4; chromosome 7:CM007650.1; chromosome 8:CM000784.4; chromosome 9:CM000785.4; chromosome 10:CM000786.4,LPUQ01,598,131270,2010-01-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/005/005/GCA_000005005.6_B73_RefGen_v4,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/005/GCF_000005005.2_B73_RefGen_v4
Drosophila melanogaster,Eukaryota;Animals;Insects,cross ES_Cor_ I_15_1414,SAMN12560253,PRJNA559813,GCA_020142085.1, Chromosome,138.116,42.143,chromosome X:CM034921.1; chromosome 2L:CM034922.1; chromosome 2R:CM034923.1; chromosome 3L:CM034924.1; chromosome 3R:CM034925.1; chromosome 4:CM034926.1; chromosome Y:CM034927.1,JAEMNR01,17,0,2021-09-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/142/085/GCA_020142085.1_ASM2014208v1,
Drosophila melanogaster,Eukaryota;Animals;Insects,cross DK_Jut_ I_15_11,SAMN12560256,PRJNA559813,GCA_020141935.1, Chromosome,137.103,42.0731,chromosome X:CM034872.1; chromosome 2L:CM034873.1; chromosome 2R:CM034874.1; chromosome 3L:CM034875.1; chromosome 3R:CM034876.1; chromosome 4:CM034877.1; chromosome Y:CM034878.1,JAEMNK01,16,0,2021-09-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/141/935/GCA_020141935.1_ASM2014193v1,
Zea mays subsp. mays,Eukaryota;Plants;Land Plants,,SAMN07206248,PRJNA389728,GCA_002237485.1, Chromosome,2155.82,46.6177,chromosome 1:CM008142.1; chromosome 2:CM008143.1; chromosome 3:CM008144.1; chromosome 4:CM008145.1; chromosome 5:CM008146.1; chromosome 6:CM008147.1; chromosome 7:CM008148.1; chromosome 8:CM008149.1; chromosome 9:CM008150.1; chromosome 10:CM008151.1,NKIA01,43301,0,2017-07-28T00:00:00Z,,
Arabidopsis thaliana,Eukaryota;Plants;Land Plants,,SAMEA110648821,PRJEB55353,GCA_946411805.1, Chromosome,142.679,36.5236,chromosome 1:OX291714.1; chromosome 2:OX291715.1; chromosome 3:OX291716.1; chromosome 4:OX291717.1; chromosome 5:OX291718.1,,5,0,2023-02-09T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,HB_C_TUKITUKI2_10,SAMN02776114,PRJNA247448,GCA_001671865.1, Chromosome,12.0983,38.6099,chromosome I:CP008372.1; chromosome II:CP008373.1; chromosome III:CP008374.1; chromosome IV:CP008375.1; chromosome V:CP008376.1; chromosome VI:CP008377.1; chromosome VII:CP008378.1; chromosome VIII:CP008379.1; chromosome IX:CP008380.1; chromosome X:CP008381.1; chromosome XI:CP008382.1; chromosome XII:CP008383.1; chromosome XIII:CP008384.1; chromosome XIV:CP008385.1; chromosome XV:CP008386.1; chromosome XVI:CP008387.1; mitochondrion MT:CP008388.1,,17,0,2016-06-20T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,WA_C_MATES_13,SAMN02772778,PRJNA247448,GCA_001671775.1, Chromosome,12.1248,38.5935,chromosome I:CP008576.1; chromosome II:CP008577.1; chromosome III:CP008578.1; chromosome IV:CP008579.1; chromosome V:CP008580.1; chromosome VI:CP008581.1; chromosome VII:CP008582.1; chromosome VIII:CP008583.1; chromosome IX:CP008584.1; chromosome X:CP008585.1; chromosome XI:CP008586.1; chromosome XII:CP008587.1; chromosome XIII:CP008588.1; chromosome XIV:CP008589.1; chromosome XV:CP008590.1; chromosome XVI:CP008591.1; mitochondrion MT:CP008592.1,,17,0,2016-06-20T00:00:00Z,,
Arabidopsis thaliana,Eukaryota;Plants;Land Plants,,SAMEA110755681,PRJEB55632,GCA_949796655.1, Chromosome,135.766,36.3172,chromosome 1:OX461140.1; chromosome 2:OX461141.1; chromosome 3:OX461142.1; chromosome 4:OX461143.1; chromosome 5:OX461144.1,,5,0,2023-04-09T00:00:00Z,,
Oryza sativa Japonica Group,Eukaryota;Plants;Land Plants,,,PRJNA13141,GCA_000005425.2, Chromosome,382.778,42.6517,chromosome 1:AP008207.2; chromosome 2:AP008208.2; chromosome 3:AP008209.2; chromosome 4:AP008210.2; chromosome 5:AP008211.2; chromosome 6:AP008212.2; chromosome 7:AP008213.2; chromosome 8:AP008214.2; chromosome 9:AP008215.2; chromosome 10:AP008216.2; chromosome 11:AP008217.2; chromosome 12:AP008218.2,,15,28392,2005-02-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/005/425/GCA_000005425.2_Build_4.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/425/GCF_000005425.2_Build_4.0
Drosophila melanogaster,Eukaryota;Animals;Insects,RAL-855,SAMN15423305,PRJNA559813,GCA_020141575.1, Chromosome,142.58,41.9944,chromosome X:CM034753.1; chromosome 2L:CM034754.1; chromosome 2R:CM034755.1; chromosome 3L:CM034756.1; chromosome 3R:CM034757.1; chromosome 4:CM034758.1; chromosome Y:CM034759.1,JAEMMT01,35,0,2021-09-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/141/575/GCA_020141575.1_ASM2014157v1,
Drosophila melanogaster,Eukaryota;Animals;Insects,cross DE_Mun_15_9,SAMN15423296,PRJNA559813,GCA_020141835.1, Chromosome,147.981,41.854,chromosome X:CM034830.1; chromosome 2L:CM034831.1; chromosome 2R:CM034832.1; chromosome 3L:CM034833.1; chromosome 3R:CM034834.1; chromosome 4:CM034835.1; chromosome Y:CM034836.1,JAEMNF01,51,0,2021-09-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/141/835/GCA_020141835.1_ASM2014183v1,
Zea mays,Eukaryota;Plants;Land Plants,,SAMN14939514,PRJNA633287,GCA_017315365.1, Chromosome,121.199,44.2914,chromosome B:CM029874.1,JACETY01,308,0,2021-03-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/315/365/GCA_017315365.1_Zm-B73_B-CHROMOSOME-MBSC-1.0,
Arabidopsis thaliana,Eukaryota;Plants;Land Plants,,SAMN23014732,PRJNA779205,GCA_024498455.1, Chromosome,126.09,36.1147,chromosome 1:CP086734.1; chromosome 2:CP086735.1; chromosome 3:CP086736.1; chromosome 4:CP086737.1; chromosome 5:CP086738.1,,5,0,2022-08-01T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,NSEBRsf_A9,SAMN02777150,PRJNA247448,GCA_001671625.1, Chromosome,12.1358,38.5859,chromosome I:CP008100.1; chromosome II:CP008101.1; chromosome III:CP008102.1; chromosome IV:CP008103.1; chromosome V:CP008104.1; chromosome VI:CP008105.1; chromosome VII:CP008106.1; chromosome VIII:CP008107.1; chromosome IX:CP008108.1; chromosome X:CP008109.1; chromosome XI:CP008110.1; chromosome XII:CP008111.1; chromosome XIII:CP008112.1; chromosome XIV:CP008113.1; chromosome XV:CP008114.1; chromosome XVI:CP008115.1; mitochondrion MT:CP008116.1,,17,0,2016-06-20T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,T78,SAMN02770296,PRJNA247448,GCA_001670115.1, Chromosome,12.1253,38.5968,chromosome I:CP007947.1; chromosome II:CP007948.1; chromosome III:CP007949.1; chromosome IV:CP007950.1; chromosome V:CP007951.1; chromosome VI:CP007952.1; chromosome VII:CP007953.1; chromosome VIII:CP007954.1; chromosome IX:CP007955.1; chromosome X:CP007956.1; chromosome XI:CP007957.1; chromosome XII:CP007958.1; chromosome XIII:CP007959.1; chromosome XIV:CP007960.1; chromosome XV:CP007961.1; chromosome XVI:CP007962.1; mitochondrion MT:CP007963.1,,17,0,2016-06-20T00:00:00Z,,
Arabidopsis thaliana,Eukaryota;Plants;Land Plants,,SAMEA110755689,PRJEB55632,GCA_949796485.1, Chromosome,134.331,36.2466,chromosome 1:OX461170.1; chromosome 2:OX461171.1; chromosome 3:OX461172.1; chromosome 4:OX461173.1; chromosome 5:OX461174.1,,5,0,2023-04-09T00:00:00Z,,
Oryza sativa Japonica Group,Eukaryota;Plants;Land Plants,,,PRJNA13141,GCA_004295705.1, Chromosome,43.3424,43.8,chromosome 1:BA000010.8,,1,7192,2003-11-27T00:00:00Z,,
Drosophila melanogaster,Eukaryota;Animals;Insects,cross TOM I.15 (7),SAMN12560264,PRJNA559813,GCA_020141485.1, Chromosome,138.089,42.0869,chromosome X:CM034732.1; chromosome 2L:CM034733.1; chromosome 2R:CM034734.1; chromosome 3L:CM034735.1; chromosome 3R:CM034736.1; chromosome 4:CM034737.1; chromosome Y:CM034738.1,JAEMMP01,16,0,2021-09-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/141/485/GCA_020141485.1_ASM2014148v1,
Drosophila melanogaster,Eukaryota;Animals;Insects,SE_Sto_11_22,SAMN12560252,PRJNA559813,GCA_020141495.1, Chromosome,141.07,42.0072,chromosome X:CM034725.1; chromosome 2L:CM034726.1; chromosome 2R:CM034727.1; chromosome 3L:CM034728.1; chromosome 3R:CM034729.1; chromosome 4:CM034730.1; chromosome Y:CM034731.1,JAEMMR01,19,0,2021-09-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/141/495/GCA_020141495.1_ASM2014149v1,
Oryza sativa f. spontanea,Eukaryota;Plants;Land Plants,,SAMN02666913,PRJNA48107,GCA_000710535.2, Chromosome,19.4244,43.3,chromosome 3:CM002811.2,JNWG02,1,0,2014-06-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/710/535/GCA_000710535.2_ASM71053v2,
